Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,popularity,avgScore,tags,Genres,Themes,Settings,Tone/Mood,Audience,Writing Style,Features,Time Period
Down Under: Complete & Unabridged,"Dexter returns in a blood-soaked Australian adventure written by his creator, Jeff Lindsay! Dexter Morgan isn't just Miami's No. 1 forensic blood-spatter expert - he's also a serial killer who targets other killers! But when Dexter travels Down Under on the trail of a new murderer, he quickly learns that sharks aren't Australia's only deadly predator. Who is setting up illegal hunting safaris in the Outback, and are they targeting more than big game? Dexter investigates as only he can, but soon discovers that he isn't the hunter - he's the prey! Now Dexter is trapped in a private preserve where humans are in the crosshairs. Will this one end with a bang? COLLECTING: Dexter Down Under 1-5",None,http://books.google.com/books/content?id=M0jjoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=M0jjoQEACAAJ&dq=Down+Under:+Complete&hl=&cd=1&source=gbs_api,Marvel,2016-04-05,http://books.google.com/books?id=M0jjoQEACAAJ&dq=Down+Under:+Complete&hl=&source=gbs_api,['Comics & Graphic Novels'],505,4.4891089108910895,"Here are the chosen tags for the book:

### Genres

* Thriller
* Mystery
* Crime

### Themes

* Revenge
* Survival
* Good vs. Evil
* Power

### Settings

* Contemporary
* Australia

### Tone/Mood

* Suspenseful
* Tense
* Dark

### Audience

* Adult

### Writing Style

* Fast-Paced
* Plot-Driven

### Features

* Mystery Solving
* Detective Work
* Espionage

### Time Period

* Contemporary","Thriller, Mystery, Crime","Revenge, Survival, Good vs. Evil, Power","Contemporary, Australia","Suspenseful, Tense, Dark",Adult,"Fast-Paced, Plot-Driven","Mystery Solving, Detective Work, Espionage",Contemporary
"Tess of the d'Urbervilles,: A pure woman faithfully presented",None,['Thomas Hardy'],http://books.google.com/books/content?id=ZNA_AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=ZNA_AQAAMAAJ&printsec=frontcover&dq=Tess+of+the+d%27Urbervilles,:+A+pure+woman+faithfully+presented&hl=&cd=1&source=gbs_api",,1892-01-01,https://play.google.com/store/books/details?id=ZNA_AQAAMAAJ&source=gbs_api,None,316,4.186708860759493,"### Genres

- Classic
- Historical Fiction
- Realistic Fiction

### Themes

- Coming of Age
- Love
- Social Class
- Morality
- Tragedy
- Redemption

### Settings

- Victorian Era
- Rural
- English Countryside

### Tone/Mood

- Melancholic
- Bittersweet
- Tragic
- Realistic

### Audience

- Adult","Classic, Historical Fiction, Realistic Fiction","Coming of Age, Love, Social Class, Morality, Tragedy, Redemption","Victorian Era, Rural, English Countryside","Melancholic, Bittersweet, Tragic, Realistic",Adult,,,
Lolita,None,['Vladimir V. Nabokov'],http://books.google.com/books/content?id=lohHkgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=lohHkgEACAAJ&dq=Lolita&hl=&cd=1&source=gbs_api,,2013-01-01,http://books.google.com/books?id=lohHkgEACAAJ&dq=Lolita&hl=&source=gbs_api,None,524,4.362595419847328,"### Genres

- Literature
- Classic

### Themes

- Coming of Age
- Love
- Identity
- Power
- Forbidden Love

### Settings

- Contemporary
- Historical Era

### Tone/Mood

- Dark
- Emotional
- Reflective
- Bittersweet

### Audience

- Adult","Literature, Classic","Coming of Age, Love, Identity, Power, Forbidden Love","Contemporary, Historical Era","Dark, Emotional, Reflective, Bittersweet",Adult,,,
Tear Soup: A Recipe for Healing After Loss,Examines the process of grief through a fictional story of Grandy and Pops as they face a great loss by making tear soup.,['Pat Schwiebert' ' Chuck DeKlyen'],http://books.google.com/books/content?id=OXwKAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=OXwKAQAAMAAJ&q=Tear+Soup:+A+Recipe+for+Healing+After+Loss&dq=Tear+Soup:+A+Recipe+for+Healing+After+Loss&hl=&cd=1&source=gbs_api,Perinatal Loss,1999-01-01,http://books.google.com/books?id=OXwKAQAAMAAJ&dq=Tear+Soup:+A+Recipe+for+Healing+After+Loss&hl=&source=gbs_api,['Juvenile Nonfiction'],330,4.866666666666666,"Here are the chosen tags:

### Genres

- Non-Fiction
- Memoir

### Themes

- Loss
- Grief
- Healing
- Family
- Identity
- Courage
- Emotional
- Inspirational

### Tone/Mood

- Emotional
- Uplifting
- Inspirational
- Reflective

### Audience

- Adult
- All Ages","Non-Fiction, Memoir","Loss, Grief, Healing, Family, Identity, Courage, Emotional, Inspirational",,"Emotional, Uplifting, Inspirational, Reflective","Adult, All Ages",,,
Three Men in a Boat,"George, J., Harris and Montmorency, the dog, are the best of friends. Armed with interesting anecdotes, their quirky personalities and a boat, the three men and the dog decide to go on a boat trip across river Thames. But they discover that their fancy ideas of a boat trip, which includes visits to many famous riverside towns of England in the 19th-century, are very different from the reality! Jerome K Jerome's three men in a Boat is a comic tale of friendship, misadventure and fun. It is a delightful story for all ages and seasons. Hidden within the seemingly funny incidents and comments are the writer's opinions on the foibles in England's history and society. The book offers a refreshing look at the various places, people and mannerisms in the country.",['Jerome K. Jerome'],http://books.google.com/books/content?id=VsDdzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=VsDdzgEACAAJ&dq=Three+Men+in+a+Boat&hl=&cd=1&source=gbs_api,,2021-11-01,http://books.google.com/books?id=VsDdzgEACAAJ&dq=Three+Men+in+a+Boat&hl=&source=gbs_api,['Fiction'],308,4.298701298701299,"Here are the chosen tags for the book ""Three Men in a Boat"" by Jerome K. Jerome:

### **Genres**

- Comedy
- Adventure
- Humorous

### **Themes**

- Friendship
- Travel
- Satire
- Social commentary

### **Settings**

- England
- Historical Era (19th century)

### **Tone/Mood**

- Humorous
- Satirical
- Whimsical
- Reflective

### **Audience**

- Adult
- Young Adult
- All Ages

### **Writing Style**

- Third-Person Narrative
- Descriptive
- Dialogue-Driven
- Lyrical

### **Features**

- None

### **Time Period**

- 19th Century",,,,,,,,
The 5th Horseman (Women's Murder Club),None,['James Patterson'],http://books.google.com/books/content?id=YaUhYAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=YaUhYAAACAAJ&dq=The+5th+Horseman+(Women%27s+Murder+Club)&hl=&cd=1&source=gbs_api,,2009-01-01,http://books.google.com/books?id=YaUhYAAACAAJ&dq=The+5th+Horseman+(Women%27s+Murder+Club)&hl=&source=gbs_api,None,270,3.562962962962963,"### Genres

- Thriller
- Mystery
- Crime
- Fiction

### Themes

- Justice
- Power
- Loss
- Revenge

### Settings

- Contemporary

### Tone/Mood

- Suspenseful
- Emotional
- Dramatic

### Audience

- Adult

### Writing Style

- Third-Person Narrative
- Plot-Driven","Thriller, Mystery, Crime, Fiction","Justice, Power, Loss, Revenge",Contemporary,"Suspenseful, Emotional, Dramatic",Adult,"Third-Person Narrative, Plot-Driven",,
Ghost Rider: Travels on the Healing Road,"After the deaths of his daughter and then his common-law wife, musician Neil Peart got on his motorcycle and drove for over a year, traveling Canada, the U.S. and Central America. The need to do something, to move, kept Neil going and pushed him toward healing. 2002.",['Neil Peart'],http://books.google.com/books/content?id=c7nLDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=c7nLDwAAQBAJ&printsec=frontcover&dq=Ghost+Rider:+Travels+on+the+Healing+Road&hl=&cd=1&source=gbs_api,ECW Press,2002-06-01,http://books.google.com/books?id=c7nLDwAAQBAJ&dq=Ghost+Rider:+Travels+on+the+Healing+Road&hl=&source=gbs_api,['Biography & Autobiography'],266,3.8759398496240602,"Here are the chosen tags:

### Genres

- Memoir
- Non-Fiction
- Biography

### Themes

- Loss
- Grief
- Healing
- Travel
- Self-Discovery
- Redemption

### Settings

- North America (Canada, US, Central America)
- Road trip

### Tone/Mood

- Emotional
- Reflective
- Inspirational
- Uplifting

### Audience

- Adult

### Writing Style

- First-Person Narrative
- Descriptive
- Personal

### Features

- Autobiographical elements
- Travelogue

### Time Period

- Contemporary (2002)","Memoir, Non-Fiction, Biography","Loss, Grief, Healing, Travel, Self-Discovery, Redemption","North America (Canada, US, Central America), Road trip","Emotional, Reflective, Inspirational, Uplifting",Adult,"First-Person Narrative, Descriptive, Personal","Autobiographical elements, Travelogue",Contemporary (2002)
Little Women (Junior Classics),None,None,,http://books.google.nl/books?id=MBpkswEACAAJ&dq=Little+Women+(Junior+Classics)&hl=&cd=1&source=gbs_api,,,http://books.google.nl/books?id=MBpkswEACAAJ&dq=Little+Women+(Junior+Classics)&hl=&source=gbs_api,None,660,4.427272727272728,"### **Genres**

- Historical Fiction
- Young Adult
- Children's",,,,,,,,
"The Wisdom of Crowds: Why the Many Are Smarter Than the Few and How Collective Wisdom Shapes Business, Economies, Societies and Nations","Looks at the theory that large groups have more collective intelligence than a smaller number of experts, drawing on a wide range of disciplines to offer insight into such topics as politics, business, and the environment.",None,http://books.google.com/books/content?id=_t2KDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=_t2KDQAAQBAJ&printsec=frontcover&dq=The+Wisdom+of+Crowds:+Why+the+Many+Are+Smarter+Than+the+Few+and+How+Collective+Wisdom+Shapes+Business,+Economies,+Societies+and+Nations&hl=&cd=1&source=gbs_api",Anchor,2005-01-01,"http://books.google.com/books?id=_t2KDQAAQBAJ&dq=The+Wisdom+of+Crowds:+Why+the+Many+Are+Smarter+Than+the+Few+and+How+Collective+Wisdom+Shapes+Business,+Economies,+Societies+and+Nations&hl=&source=gbs_api",['Social Science'],422,3.8720379146919433,"Here are the chosen tags:

### Genres

- Non-Fiction
- Business
- Economics
- Sociology
- Social Science

### Themes

- Collective Intelligence
- Wisdom of Crowds
- Group Dynamics
- Expertise
- Decision-Making
- Social Influence
- Business Strategy
- Economic Systems
- Social Change

### Settings

- Contemporary
- Real-world

### Tone/Mood

- Informative
- Analytical
- Insightful

### Audience

- Adult
- All Ages

### Writing Style

- Expository
- Analytical
- Informative

### Features

- None

### Time Period

- Contemporary","Non-Fiction, Business, Economics, Sociology, Social Science","Collective Intelligence, Wisdom of Crowds, Group Dynamics, Expertise, Decision-Making, Social Influence, Business Strategy, Economic Systems, Social Change","Contemporary, Real-world","Informative, Analytical, Insightful","Adult, All Ages","Expository, Analytical, Informative",None,Contemporary
"LAST COYOTE (HARRY BOSCH, NO 4)","Harry attacked his commanding officer and is suspended indefinitely, pending a psychiatric evaluation. At first he resists the LAPD shrink, but finally recognizes that something is troubling him and has for a long time. In 1961, when Harry was twelve, his mother, a prostitute, was brutally murdered, and no one has ever been accused of the crime. With the spare time a suspension brings, Harry opens up the thirty-year-old file on the case and is irresistibly drawn into a past he has always avoided. It's clear that the case was fumbled and the smell of a cover-up is unmistakable. Someone powerful was able to divert justice and Harry vows to uncover the truth. As he relentlessly follows the broken pieces of the case, the stirred interest causes new murders and pushes Harry to the edge of his job... and his life.",['Michael Connelly'],http://books.google.com/books/content?id=SPCGmgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=SPCGmgEACAAJ&dq=LAST+COYOTE+(HARRY+BOSCH,+NO+4)&hl=&cd=1&source=gbs_api",Grand Central Publishing,2013-10-15,"http://books.google.nl/books?id=SPCGmgEACAAJ&dq=LAST+COYOTE+(HARRY+BOSCH,+NO+4)&hl=&source=gbs_api",['Fiction'],269,4.483271375464684,"Here are the chosen tags:

### Genres

- Mystery
- Thriller
- Crime

### Themes

- Justice
- Betrayal
- Revenge
- Redemption
- Identity

### Settings

- Contemporary
- Historical (1961)

### Tone/Mood

- Suspenseful
- Emotional
- Tense
- Dramatic

### Audience

- Adult

### Writing Style

- Third-Person Narrative
- Plot-Driven

### Features

- Mystery Solving
- Detective Work
- Crime

### Time Period

- Contemporary
- Historical (1961)","Mystery, Thriller, Crime","Justice, Betrayal, Revenge, Redemption, Identity","Contemporary, Historical (1961)","Suspenseful, Emotional, Tense, Dramatic",Adult,"Third-Person Narrative, Plot-Driven","Mystery Solving, Detective Work, Crime","Contemporary, Historical (1961)"
The Grapes of Wrath (Steinbeck Essentials),None,['John Steinbeck'],,http://books.google.com/books?id=VXOzPAAACAAJ&dq=The+Grapes+of+Wrath+(Steinbeck+Essentials)&hl=&cd=1&source=gbs_api,Dutton Juvenile,1994-08-01,http://books.google.com/books?id=VXOzPAAACAAJ&dq=The+Grapes+of+Wrath+(Steinbeck+Essentials)&hl=&source=gbs_api,['Cannery Row (Monterey' ' Calif.)'],593,4.45362563237774,"Here are the chosen tags for the book:

### Genres

- Historical Fiction
- Classic
- Realistic Fiction

### Themes

- Survival
- Family
- Identity
- Power
- Loss
- Social Justice

### Settings

- Rural
- Contemporary
- Historical Era

### Tone/Mood

- Emotional
- Gritty
- Melancholic
- Reflective

### Audience

- Adult","Historical Fiction, Classic, Realistic Fiction","Survival, Family, Identity, Power, Loss, Social Justice","Rural, Contemporary, Historical Era","Emotional, Gritty, Melancholic, Reflective",Adult,,,
Casino Royale,"In the first James Bond novel, originally published in 1953, 007 takes on Le Chiffre, a French communist and paymaster of the Soviet murder organization SMERSH, as the suave agent becomes involved in a high-stakes game of baccarat, enjoys a fiery love affair with a sexy female spy, and endures torture at the hands of a master sadist. Reprint.",['Ian Fleming'],http://books.google.com/books/content?id=B_1Dtl7Is30C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=B_1Dtl7Is30C&q=Casino+Royale&dq=Casino+Royale&hl=&cd=1&source=gbs_api,Penguin Group USA,1953-01-01,http://books.google.com/books?id=B_1Dtl7Is30C&dq=Casino+Royale&hl=&source=gbs_api,['Fiction'],293,4.283276450511946,"Here are the chosen tags for the book ""Casino Royale"":

### Genres

- Thriller
- Mystery
- Adventure
- Crime
- Fiction

### Themes

- Good vs. Evil
- Betrayal
- Redemption
- Survival
- Power
- Revenge
- Love

### Settings

- Futuristic
- Contemporary
- Historical Era (1950s)

### Tone/Mood

- Suspenseful
- Emotional
- Dark
- Action-Packed

### Audience

- Adult

### Writing Style

- Third-Person Narrative
- Fast-Paced
- Plot-Driven

### Features

- Espionage
- Mystery Solving
- Quest
- Heists
- Detective Work

### Time Period

- Contemporary (1950s)","Thriller, Mystery, Adventure, Crime, Fiction","Good vs. Evil, Betrayal, Redemption, Survival, Power, Revenge, Love","Futuristic, Contemporary, Historical Era (1950s)","Suspenseful, Emotional, Dark, Action-Packed",Adult,"Third-Person Narrative, Fast-Paced, Plot-Driven","Espionage, Mystery Solving, Quest, Heists, Detective Work",Contemporary (1950s)
